cycle_id,hours_elapsed,RUL,sim_rms_y,sim_rms_norm,sim_crest_factor,sim_kurtosis,damage_fraction
0,0.0,756.0,2.730437383456085,1.8202915889707232,1.6176071106451793,3.0,0.002927274814502323
0,6.0,750.0,2.6676399959695773,1.7784266639797182,1.5676698201948513,3.0,0.006559969545009781
0,12.0,744.0,2.670698185662148,1.7804654571080987,1.5491785809820473,3.0,0.01037752592695635
0,18.0,738.0,2.8102683130213117,1.8735122086808744,1.6970512191348317,4.171032510680413,0.016597873889045246
0,24.0,732.0,3.0848662996743634,2.056577533116242,2.6109322136977924,4.389448808842443,0.02298911431784734
0,30.0,726.0,2.637144072412076,1.7580960482747174,2.174321439266461,4.3494788050849715,0.026888205230213687
0,36.0,720.0,2.6470880114648354,1.7647253409765569,1.9561932238447988,5.4543807122741645,0.031121080365013126
0,42.0,714.0,2.835116822763716,1.8900778818424773,2.2204398388840594,5.125661307632654,0.034221281399907405
0,48.0,708.0,2.6963845078591913,1.7975896719061275,2.045848022367759,4.237963051075667,0.03887157346674183
0,54.0,702.0,2.66607002504031,1.77738001669354,2.69818373288705,5.0237787914412815,0.04415023125897812
0,60.0,696.0,2.8639928247323407,1.9093285498215604,2.5908991275433766,4.922023266337581,0.047002003615284955
0,66.0,690.0,3.0248155326467274,2.0165436884311516,2.166285413172115,5.4331685193789685,0.051098983794292716
0,72.0,684.0,2.813498639790446,1.8756657598602973,2.5813390465041985,4.788412016492878,0.05622612033702064
0,78.0,678.0,2.763675746697486,1.842450497798324,2.211835553815529,5.843763375909095,0.060817031117206835
0,84.0,672.0,2.9068405920834652,1.9378937280556434,2.6440546441654513,6.040448241472846,0.06746377190525964
0,90.0,666.0,2.6626443654579757,1.7750962436386504,2.5099944328804407,7.036767922389948,0.07209020991923867
0,96.0,660.0,2.4763378998954355,1.6508919332636236,2.9286384310285296,6.109348932179981,0.07549203536918156
0,102.0,654.0,2.8056062572617124,1.8704041715078084,3.1840817796016836,6.313305952466916,0.07973577419153512
0,108.0,648.0,3.0264713161653165,2.017647544110211,2.798130317370379,7.566698443272006,0.08329118055124492
0,114.0,642.0,2.9347455553433033,1.9564970368955354,2.691005247122669,6.842316605358261,0.08636709303955124
0,120.0,636.0,2.7712336228652865,1.847489081910191,3.0893620321373096,5.981935111056551,0.08912741933462602
0,126.0,630.0,2.848891371834994,1.8992609145566626,2.999230676460645,7.320210403685726,0.09475742871978901
0,132.0,624.0,2.8796476308860446,1.919765087257363,2.703299354072157,7.224414171885442,0.09914804671558063
0,138.0,618.0,2.9151893728746643,1.9434595819164429,2.92093056640361,7.012817695584086,0.10453599133657308
0,144.0,612.0,2.760908837606413,1.8406058917376085,2.8500567023308347,5.721698089352933,0.11185833603672989
0,150.0,606.0,2.736933266483904,1.824622177655936,3.087005494775512,7.356888626371528,0.11703664472353342
0,156.0,600.0,2.720953475434236,1.813968983622824,3.0838066344102915,7.65087217880424,0.12304948805814864
0,162.0,594.0,2.998106013805475,1.9987373425369832,2.918982701435941,6.65344596017005,0.12909636820818157
0,168.0,588.0,2.840538330252842,1.8936922201685613,3.09475557434359,7.733309310789337,0.13433047922725425
0,174.0,582.0,3.006258249546096,2.004172166364064,2.9491283051112327,7.072766511773629,0.13889617309290364
0,180.0,576.0,2.95681607240687,1.9712107149379134,3.164815980571445,7.617992154375647,0.14226722479609022
0,186.0,570.0,2.914660408495707,1.943106938997138,3.3271134298963894,7.731032527594944,0.14844952517984214
0,192.0,564.0,2.957154045885959,1.9714360305906393,3.528037774533213,6.658739434702378,0.15368752940355304
0,198.0,558.0,2.8898299140185775,1.926553276012385,3.4181773289576696,7.429736051286727,0.15778050617237957
0,204.0,552.0,3.028961218164327,2.0193074787762177,3.325557634488348,7.239604497679969,0.1637565930268467
0,210.0,546.0,2.877321555336855,1.91821437022457,3.152432695443623,7.011262734323651,0.16736793866544789
0,216.0,540.0,2.8710948312414004,1.9140632208276003,2.9639339335334687,6.865999206981239,0.17169194255529352
0,222.0,534.0,2.741398454250421,1.8275989695002808,3.0514307709219337,7.412588027920652,0.17541916914463143
0,228.0,528.0,2.796155929519318,1.8641039530128787,3.347527297758045,7.892299088512068,0.18043219153112983
0,234.0,522.0,3.016541514238524,2.011027676159016,2.993977528002576,7.047065605773424,0.18412745330641517
0,240.0,516.0,2.90047186567266,1.9336479104484399,3.231668004080146,8.20259752752268,0.19011799421074557
0,246.0,510.0,3.0631523332361326,2.042101555490755,3.1859483664876285,7.500427920892292,0.1942616468339025
0,252.0,504.0,2.9643908961491086,1.976260597432739,3.2715652670107995,7.427251142849573,0.19827934109049766
0,258.0,498.0,3.000699262339868,2.0004661748932455,3.374269242888691,8.253706406307733,0.20334601695810237
0,264.0,492.0,3.0794326364233147,2.0529550909488763,3.480413876524538,7.68827298562268,0.2079724586298282
0,270.0,486.0,2.840757550034071,1.8938383666893808,3.4221412209800057,6.485192671420664,0.2129569264376983
0,276.0,480.0,2.9063112580748798,1.9375408387165864,3.1396501802629833,7.441109499359705,0.21705609239829807
0,282.0,474.0,2.818615468541416,1.8790769790276107,3.2028898999363173,7.538758820997786,0.22155820685911004
0,288.0,468.0,3.0816829243342028,2.0544552828894687,3.34721374697756,7.154774257266293,0.2239304409720981
0,294.0,462.0,2.9541596329744464,1.9694397553162977,3.2519902388756554,7.608591466504017,0.229746669255017
0,300.0,456.0,3.115246175217476,2.0768307834783175,3.298367921033815,7.898506172380712,0.23385404752954986
0,306.0,450.0,3.078617326801064,2.0524115512007093,3.2424394550366324,6.521980511011511,0.24074167719094097
